 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    8     ANOPLAN = 2024
  290                 621.00    551.00    742.00   1577.00   2686.00   2314.00   1133.00    807.00    447.00    262.00    156.00    268.00
  291                 131.00    288.00    337.00    497.00    241.00    123.00     76.00     54.00     35.00     45.00     51.00     62.00
  292                2464.00   7199.00   8129.00   9514.00   8581.00   2276.00    539.00    474.00    201.00     98.00      9.00    370.00
  293                1349.00   2216.00   4047.00   7086.00   3704.00   1871.00   1215.00    996.00    817.00    756.00    857.00    989.00
  294                 109.00    126.00    154.00    238.00    114.00     96.00     85.00     87.00     83.00     89.00     96.00     98.00
  295                  64.00     64.00     70.00     73.00     61.00     56.00     53.00     57.00     61.00     60.00     56.00     67.00
  296                  32.00     35.00     35.00     37.00     31.00     28.00     27.00     29.00     30.00     29.00     29.00     34.00
  297                 794.00    702.00   1022.00   1905.00   2083.00   1482.00    936.00    507.00    269.00    144.00    101.00    261.00
  298                 160.00    160.00    160.00    160.00    113.00    101.00     90.00     82.00     82.00    160.00    160.00    160.00
  299                 594.00    808.00    748.00    434.00    225.00    189.00    155.00    198.00    173.00    315.00    266.00    263.00
  300                   0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301                  47.00     31.00     24.00     17.00     12.00     12.00     11.00     16.00     17.00     37.00     24.00     19.00
  302                1100.00   1600.00   3250.00   6000.00   2900.00   1600.00   1100.00    900.00    750.00    700.00    800.00    900.00
  303                  49.00     43.00     43.00     36.00     10.00      9.00      9.00     12.00     10.00     38.00     37.00     36.00
  304                   0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306                 193.00    187.00    187.00    180.00    127.00    112.00    101.00     97.00     95.00    182.00    181.00    180.00
  313                 320.00    358.00    362.00    280.00    196.00    154.00    129.00    112.00    115.00    142.00    184.00    258.00
  314                 631.00    855.00    792.00    463.00    241.00    203.00    167.00    212.00    185.00    338.00    287.00    284.00
  315                 176.00    170.00    170.00    165.00    117.00    103.00     92.00     85.00     85.00    165.00    165.00    165.00
  316                 176.00    170.00    170.00    165.00    117.00    103.00     92.00     85.00     85.00    165.00    165.00    165.00
  317                   3.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318                 118.00     89.00     67.00     44.00     36.00     33.00     32.00     40.00     42.00     91.00     61.00     48.00
  319                 107.00     82.00     61.00     40.00     33.00     30.00     30.00     36.00     38.00     83.00     55.00     44.00
  320                  58.00     38.00     30.00     21.00     15.00     15.00     13.00     20.00     21.00     45.00     29.00     23.00
