NUM   TIPO   MODIF  MI ANOI MF ANOF
 326 FCMAX    89.67  1 2026          
 326 GTMIN   121.27  1 2026  4 2026  
 326 GTMIN   117.76  5 2026  5 2026  
 326 GTMIN    98.20  6 2026  6 2026  
 326 GTMIN   121.27  7 2026          
 204 POTEF    75.48  8 2024          JARAQUI
 204 FCMAX    83.47  8 2024  9 2024  
 204 TEIFT     0.00  8 2024  9 2024  
 204 GTMIN    62.99  8 2024  4 2025  
 204 FCMAX    86.95 10 2024  4 2025  
 204 FCMAX     0.00  5 2025          
 327 POTEF    42.25  1 2026          M.CRISTO SUC
 327 FCMAX    96.49  1 2026  5 2028  
 327 GTMIN    32.61 11 2026 11 2026  
 327 GTMIN     4.37  2 2027  2 2027  
 327 GTMIN     5.90  3 2027  3 2027  
 327 GTMIN    11.01  4 2027  4 2027  
 327 GTMIN    30.35  8 2027  8 2027  
 327 GTMIN    39.54  9 2027 10 2027  
 327 GTMIN    36.46 11 2027 11 2027  
 327 FCMAX    86.84  6 2028  6 2028  
 327 FCMAX     0.00  7 2028          
 205 POTEF    73.40  8 2024          MANAUARA
 205 FCMAX    95.78  8 2024  8 2024  
 205 TEIFT     0.00  8 2024  9 2024  
 205 GTMIN    70.29  8 2024  8 2024  
 205 FCMAX    98.09  9 2024  9 2024  
 205 GTMIN    71.99  9 2024  9 2024  
 205 FCMAX    91.01 10 2024  4 2025  
 205 IPTER     0.39 10 2024  5 2025  
 205 GTMIN    64.87 10 2024  4 2025  
 205 FCMAX    58.72  5 2025  5 2025  
 205 GTMIN    41.85  5 2025  5 2025  
 205 FCMAX     0.00  6 2025          
 264 POTEF   162.91  1 2027          MANAUS I
 264 GTMIN    54.48  1 2027  3 2027  
 264 GTMIN    50.28  5 2027  5 2027  
 264 GTMIN   155.65  6 2027 12 2027  
 264 GTMIN    54.48  1 2028  3 2028  
 264 GTMIN    50.28  5 2028  5 2028  
 264 GTMIN   155.65  6 2028          
 212 POTEF   518.80  8 2024          MARANHAO III
 212 FCMAX    97.68  8 2024  8 2024  
 212 TEIFT     0.00  8 2024  9 2024  
 212 GTMIN   469.87  8 2024  8 2024  
 212 FCMAX    97.67  9 2024  9 2024  
 212 GTMIN   490.00  9 2024  9 2024  
 212 FCMAX   100.00 10 2024          
 212 GTMIN   480.63 10 2024 12 2024  
 212 GTMIN   479.32  1 2025  1 2025  
 212 GTMIN   479.32  8 2025  1 2026  
 212 GTMIN   479.32  8 2026  1 2027  
 212 GTMIN   479.32  8 2027 12 2027  
 212 GTMIN   480.63  1 2028  1 2028  
 212 GTMIN   480.63  8 2028          
  36 POTEF   337.60  8 2024          MARANHAO IV
  36 FCMAX    98.44  8 2024  8 2024  
  36 TEIFT     0.00  8 2024  9 2024  
  36 GTMIN     7.29  8 2024  8 2024  
  36 FCMAX    98.46  9 2024  9 2024  
  36 FCMAX   100.00 10 2024 12 2027  
  36 FCMAX     0.00  1 2028          
  21 POTEF   337.60  8 2024          MARANHAO V
  21 FCMAX    98.44  8 2024  8 2024  
  21 TEIFT     0.00  8 2024  9 2024  
  21 GTMIN     7.29  8 2024  8 2024  
  21 FCMAX    98.46  9 2024  9 2024  
  21 FCMAX   100.00 10 2024 12 2027  
  21 FCMAX     0.00  1 2028          
 140 POTEF   590.75  8 2024          MAUA 3
 140 FCMAX   100.00  8 2024  9 2024  
 140 TEIFT     0.00  8 2024  9 2024  
 140 GTMIN   264.00  8 2024  9 2024  
 140 FCMAX    98.69 10 2024          
 140 GTMIN   312.82 10 2024 10 2024  
 140 GTMIN   354.48 11 2024 11 2024  
 140 GTMIN   278.86 12 2024 12 2024  
 140 GTMIN   281.40  1 2025  1 2025  
 140 GTMIN   317.08  2 2025  2 2025  
 140 GTMIN   305.47  3 2025  3 2025  
 140 GTMIN   311.13  4 2025  4 2025  
 140 GTMIN   398.93  5 2025  5 2025  
 140 GTMIN   482.00  6 2025          
  46 POTEF   178.21  8 2024 12 2024  N.VENECIA 2
  46 FCMAX    98.07  8 2024  8 2024  
  46 TEIFT     0.00  8 2024  9 2024  
  46 GTMIN     1.90  8 2024  8 2024  
  46 FCMAX    98.09  9 2024  9 2024  
  46 FCMAX    99.99 10 2024 12 2024  
  46 POTEF   270.47  1 2025          N.VENECIA 2
  46 FCMAX   100.00  1 2025          
  46 IPTER     6.44  1 2025          
  46 TEIFT     6.05  1 2025          
  46 GTMIN    79.85  6 2025  6 2025  
  46 GTMIN    81.09  7 2025 11 2025  
  46 GTMIN    79.85  6 2026  6 2026  
  46 GTMIN    81.09  7 2026 11 2026  
  46 GTMIN    79.85  6 2027  6 2027  
  46 GTMIN    81.09  7 2027 11 2027  
  46 GTMIN    79.85  6 2028  6 2028  
  46 GTMIN    81.09  7 2028 11 2028  
 240 POTEF   604.52  8 2025          NT BARCARENA
 240 GTMIN   580.83  8 2025 12 2025  
 240 GTMIN   580.83  7 2026 12 2026  
 240 GTMIN   580.83  7 2027 12 2027  
 240 GTMIN   580.83  7 2028          
 328 POTEF    11.55  1 2026          PALMAPLAN 2
 328 GTMIN    11.28  2 2026  4 2026  
 328 GTMIN    10.97  9 2026  9 2026  
 328 GTMIN    11.28 10 2026 11 2026  
 328 GTMIN    11.28  2 2027  4 2027  
 328 GTMIN    11.28  7 2027 12 2027  
 328 GTMIN    11.28  2 2028  4 2028  
 328 GTMIN    11.28  7 2028          
 116 POTEF    56.28  8 2024          PARNAIBA IV
 116 TEIFT     0.00  8 2024  9 2024  
 116 GTMIN     1.23  8 2024  8 2024  
 116 FCMAX    99.99 10 2024          
 116 IPTER     1.33  1 2026  6 2026  
 116 IPTER     4.30  7 2026          
 116 TEIFT     5.50  7 2026          
 239 POTEF   365.32  8 2024          PARNAIBA V
 239 FCMAX   100.00  8 2024          
 239 TEIFT     0.00  8 2024  9 2024  
 239 GTMIN     7.98  8 2024  8 2024  
 329 POTEF    11.50  1 2026          PAU RAINHA
 329 GTMIN     4.58  1 2026  1 2026  
 329 GTMIN    11.03  2 2026  4 2026  
 329 GTMIN     4.08  5 2026  6 2026  
 329 GTMIN    11.03  7 2026  7 2026  
 329 GTMIN     5.33  8 2026  8 2026  
 329 GTMIN    11.03  9 2026  4 2027  
 329 GTMIN     4.08  5 2027  6 2027  
 329 GTMIN    11.03  7 2027  4 2028  
 329 GTMIN     4.33  5 2028  5 2028  
 329 GTMIN     4.08  6 2028  6 2028  
 329 GTMIN    11.03  7 2028          
 207 POTEF    73.40  8 2024          PONTA NEGRA
 207 FCMAX    87.19  8 2024  9 2024  
 207 TEIFT     0.00  8 2024  9 2024  
 207 GTMIN    63.99  8 2024  9 2024  
 207 FCMAX    89.92 10 2024          
 207 IPTER     0.53 10 2024          
 207 GTMIN    64.00 10 2024          
 176 POTEF   360.14  8 2024          PORTO ITAQUI
 176 FCMAX   100.00  8 2024 11 2027  
 176 TEIFT     0.00  8 2024  9 2024  
 176 FCMAX    67.72 12 2027 12 2027  
 176 FCMAX     0.00  1 2028          
 259 POTEF  1571.89  3 2027          PORTOCEM I
 330 POTEF    11.50  1 2026          SANTA LUZ
 330 GTMIN     4.08  1 2026  1 2026  
 330 GTMIN    11.03  2 2026  4 2026  
 330 GTMIN     4.08  5 2026  8 2026  
 330 GTMIN    11.03  9 2026 11 2026  
 330 GTMIN     6.08 12 2026 12 2026  
 330 GTMIN    11.03  1 2027  4 2027  
 330 GTMIN     4.08  5 2027  6 2027  
 330 GTMIN    11.03  7 2027  4 2028  
 330 GTMIN     4.08  5 2028  6 2028  
 330 GTMIN    11.03  7 2028          
 209 POTEF    93.04  8 2024          TAMBAQUI
 209 FCMAX    67.71  8 2024  9 2024  
 209 TEIFT     0.00  8 2024  9 2024  
 209 GTMIN    62.99  8 2024  4 2025  
 209 FCMAX    70.54 10 2024  4 2025  
 209 FCMAX     0.00  5 2025          
